"emp_no","first_name","last_name","from_date","title","salary","to_date"
13210,"Jianhua","Klassen","2002-07-27","Senior Staff",83961,"9999-01-01"
13213,"Hein","Billawala","1993-08-30","Senior Staff",61131,"9999-01-01"
13232,"Mitchel","Fujisaki","1986-06-02","Technique Leader",40000,"9999-01-01"
13233,"Alselm","Chvatal","1995-03-31","Senior Engineer",49414,"9999-01-01"
13238,"Ebru","Foote","1998-10-10","Senior Staff",40000,"9999-01-01"
13240,"King","Pileggi","2001-03-10","Senior Engineer",49018,"9999-01-01"
13250,"Zeydy","Schusler","1998-10-27","Senior Engineer",47829,"9999-01-01"
13272,"Arun","Jiang","1985-03-10","Senior Staff",40000,"9999-01-01"
13276,"Yechiam","Seuren","1991-03-09","Senior Staff",65836,"9999-01-01"
13288,"Muneo","Broomell","1995-04-14","Senior Staff",40000,"9999-01-01"
13291,"Georg","Stamatiou","1993-10-30","Senior Engineer",54720,"9999-01-01"
13302,"Mack","Alencar","1997-09-26","Senior Engineer",40000,"9999-01-01"
13315,"Sakthirel","Stroustrup","1999-06-02","Senior Engineer",40000,"9999-01-01"
13332,"Nidapan","Pearson","1997-09-23","Senior Engineer",40000,"9999-01-01"
13333,"Yoshinari","Hennebert","1996-03-23","Engineer",50997,"9999-01-01"
13341,"Bodh","Doering","1992-03-10","Senior Staff",40000,"9999-01-01"
13343,"Heon","Usery","1995-07-30","Senior Staff",40000,"9999-01-01"
13368,"Kiyokazu","Klassen","1997-09-30","Staff",52872,"9999-01-01"
13371,"Nakhoon","Riexinger","1991-12-13","Senior Engineer",40000,"9999-01-01"
13373,"Juichirou","Naumovich","2000-08-23","Senior Staff",82749,"9999-01-01"
13385,"Claudi","Buchter","1986-06-10","Senior Staff",40000,"9999-01-01"
13386,"Khosrow","Sgarro","1986-02-23","Technique Leader",91420,"9999-01-01"
13389,"Divine","Cmelik","1988-03-23","Senior Staff",40000,"9999-01-01"
13392,"Fumitake","Beidas","1993-08-26","Senior Staff",69221,"9999-01-01"
13396,"Chuanyi","Aumann","1994-03-29","Senior Staff",40000,"9999-01-01"
13402,"Augustine","Dulli","1999-09-12","Engineer",40000,"9999-01-01"
13405,"Randy","Baba","1990-05-10","Senior Staff",60799,"9999-01-01"
13407,"Gio","Chenoweth","2001-10-03","Senior Engineer",60348,"9999-01-01"
13408,"Sreekrishna","Lagarias","2000-07-24","Senior Engineer",52479,"9999-01-01"
13415,"Nathalie","Speer","1991-04-25","Technique Leader",61838,"9999-01-01"
13422,"Vishwani","Gerlach","1995-01-17","Senior Engineer",59466,"9999-01-01"
13442,"Giordano","Miake","1994-06-16","Senior Staff",40000,"9999-01-01"
13443,"Mayuko","Puppo","1996-12-25","Senior Engineer",40000,"9999-01-01"
13445,"Renee","Dehkordi","1996-11-29","Engineer",53194,"9999-01-01"
13451,"Gretta","Weiland","1995-08-23","Senior Staff",40000,"9999-01-01"
13457,"Shooichi","Parfitt","1991-01-18","Senior Engineer",40812,"9999-01-01"
13458,"Feipei","Nivat","1995-03-02","Senior Engineer",41375,"9999-01-01"
13463,"Theron","Berstel","1993-01-25","Senior Engineer",40000,"9999-01-01"
13465,"Sasan","Rehfuss","1999-03-12","Engineer",49821,"9999-01-01"
13493,"Uinam","Jullig","1992-09-06","Senior Engineer",40000,"9999-01-01"
13504,"Parto","Mandell","1994-12-21","Engineer",41895,"9999-01-01"
13524,"Chaoyi","Porotnikoff","2000-10-27","Senior Staff",52849,"9999-01-01"
13535,"Arunas","Schlenzig","2000-05-19","Senior Engineer",40000,"9999-01-01"
13546,"Aimee","Brookner","1997-10-26","Senior Engineer",50295,"9999-01-01"
13549,"Matk","Koprowski","1997-06-18","Technique Leader",40000,"9999-01-01"
13552,"Ingmar","Capobianchi","1993-03-23","Senior Staff",73346,"9999-01-01"
13576,"Jungsoon","Engberts","2001-08-29","Senior Staff",73022,"9999-01-01"
13605,"Dmitry","Encarnacion","1991-09-29","Senior Staff",70404,"9999-01-01"
13621,"Fei","Haddadi","1995-02-09","Engineer",73192,"9999-01-01"
13624,"Zhigen","Yurek","1996-05-11","Senior Staff",40000,"9999-01-01"
13629,"Dzung","Trelles","1994-01-03","Senior Engineer",40000,"9999-01-01"
13648,"Zejun","Lamba","1985-11-16","Technique Leader",47723,"9999-01-01"
13653,"Kristen","Iivonen","2000-01-17","Senior Staff",53242,"9999-01-01"
13670,"Moti","Takanami","1988-06-30","Senior Engineer",40000,"9999-01-01"
13680,"Denny","Speer","1996-02-05","Staff",46968,"9999-01-01"
13685,"Weicheng","Hockney","1999-11-29","Senior Engineer",48322,"9999-01-01"
13697,"Shuichi","Weedon","1985-06-20","Technique Leader",40000,"9999-01-01"
13704,"Vishu","Kumaresan","1995-10-01","Senior Engineer",40000,"9999-01-01"
13721,"Sugwoo","Delgrossi","2001-09-20","Senior Staff",64754,"9999-01-01"
13727,"Vitali","Merey","1999-10-07","Staff",50798,"9999-01-01"
13738,"Bangqing","Mitchem","1998-06-30","Engineer",48349,"9999-01-01"
13766,"Tremaine","Heemskerk","1986-08-18","Senior Staff",43748,"9999-01-01"
13769,"Yakichi","Trogemann","1988-10-18","Senior Staff",61025,"9999-01-01"
13775,"Arve","Maierhofer","1994-10-21","Senior Staff",70161,"9999-01-01"
13786,"Takushi","Berendt","1995-05-19","Senior Staff",74494,"9999-01-01"
13787,"Xiaobin","Sinicrope","1996-10-29","Senior Engineer",40000,"9999-01-01"
13792,"Valery","Sury","1991-07-27","Senior Staff",59127,"9999-01-01"
13796,"Paloma","Thorelli","1996-01-01","Engineer",50962,"9999-01-01"
13809,"Kiyotoshi","Basagni","1991-01-12","Senior Staff",43735,"9999-01-01"
13815,"Guadalupe","Plotkin","1993-09-09","Senior Engineer",40000,"9999-01-01"
13825,"Arlette","Pell","1986-08-02","Technique Leader",54704,"9999-01-01"
13841,"Christophe","Spinelli","1992-02-01","Technique Leader",52277,"9999-01-01"
13842,"Juichirou","Cichocki","2000-04-20","Senior Staff",40000,"9999-01-01"
13846,"Guiseppe","Welham","1985-03-20","Senior Staff",61097,"9999-01-01"
13853,"Mingsen","Roohalamini","1991-03-25","Senior Staff",61615,"9999-01-01"
13859,"Anoosh","Fujisawa","1992-08-22","Senior Engineer",40000,"9999-01-01"
13884,"Kensei","Swift","1998-12-21","Engineer",44785,"9999-01-01"
13894,"Ult","Schonegge","1995-11-28","Engineer",48958,"9999-01-01"
13904,"Youngkon","Cairo","1987-09-03","Senior Engineer",73885,"9999-01-01"
13934,"Shiv","Bratsberg","1990-04-05","Senior Engineer",46507,"9999-01-01"
13942,"Elzbieta","Esteva","1997-10-13","Technique Leader",40000,"9999-01-01"
13951,"Mooi","Genther","1990-12-28","Senior Staff",82054,"9999-01-01"
13960,"Nechama","Hettesheimer","1996-04-06","Senior Staff",43204,"9999-01-01"
13962,"Maris","Ghelli","1994-10-26","Senior Engineer",67965,"9999-01-01"
13966,"Boguslaw","Cooman","1990-12-26","Senior Staff",40000,"9999-01-01"
13969,"Jianwen","Chandrasekhar","1985-05-29","Technique Leader",60392,"9999-01-01"
13990,"Deborah","Schapiro","1996-06-10","Engineer",52723,"9999-01-01"
13992,"Ulises","Kenevan","1994-07-27","Senior Staff",81318,"9999-01-01"
13999,"Florian","Crouzet","2000-02-25","Senior Staff",40000,"9999-01-01"
14005,"Vojin","Stellhorn","1985-05-10","Technique Leader",40000,"9999-01-01"
14015,"Manibrata","Picaronny","1997-08-15","Senior Engineer",63084,"9999-01-01"
14034,"Aloys","Seghrouchni","1991-08-26","Senior Staff",69700,"9999-01-01"
14041,"Shan","DeMori","1995-12-22","Senior Staff",63235,"9999-01-01"
14067,"Godehard","Trachtenberg","2000-02-14","Senior Engineer",44669,"9999-01-01"
14088,"Mori","Leslie","1994-11-10","Senior Staff",44821,"9999-01-01"
14107,"Xiahua","Rindone","1999-12-15","Senior Staff",82396,"9999-01-01"
14111,"Leszek","Cummings","1999-09-26","Senior Staff",52696,"9999-01-01"
14118,"Kasturi","Anido","1985-04-06","Senior Staff",46248,"9999-01-01"
14167,"Adas","Hertweck","1994-12-01","Senior Engineer",40000,"9999-01-01"
14191,"Jiann","Luby","1993-01-15","Senior Engineer",40155,"9999-01-01"
14209,"Masanao","Kusakabe","1988-04-06","Senior Staff",40000,"9999-01-01"
14220,"Tomofumi","Pargas","1987-12-02","Senior Engineer",68017,"9999-01-01"
14232,"Masali","Bojadziev","1999-09-10","Senior Engineer",50568,"9999-01-01"
14236,"Xuedong","Angiulli","1988-11-07","Senior Staff",40000,"9999-01-01"
14237,"Abdulla","Gerlach","1994-06-13","Senior Engineer",57219,"9999-01-01"
14242,"Sudhanshu","Benaini","1992-06-27","Senior Staff",40000,"9999-01-01"
14257,"Kwok","Massonet","1998-02-04","Staff",40000,"9999-01-01"
14290,"Miyeon","Olivero","1992-03-29","Senior Engineer",78736,"9999-01-01"
14292,"Susanna","Vigier","1997-02-18","Senior Staff",41846,"9999-01-01"
14298,"Chriss","Granlund","2001-01-06","Senior Engineer",40000,"9999-01-01"
14310,"Marlo","Leuchs","1987-02-23","Senior Staff",40000,"9999-01-01"
14320,"Sreenivas","Schaar","1992-06-29","Senior Engineer",40000,"9999-01-01"
14322,"Shem","Kakkad","1999-11-19","Engineer",50363,"9999-01-01"
14323,"Golgen","Leslie","1997-08-05","Staff",40000,"9999-01-01"
14340,"Vitaly","Wixon","1995-12-19","Senior Engineer",42858,"9999-01-01"
14344,"Otilia","Buescher","1988-12-16","Technique Leader",41979,"9999-01-01"
14354,"Mong","Bojadziev","1990-08-28","Senior Staff",40000,"9999-01-01"
14360,"Janche","Erbe","1997-08-01","Senior Staff",43476,"9999-01-01"
14372,"Saniya","Srimani","1999-12-26","Engineer",57667,"9999-01-01"
14384,"Tomofumi","Holburn","1988-02-13","Technique Leader",58260,"9999-01-01"
14422,"Toshimo","Gadepally","1990-10-20","Senior Engineer",59001,"9999-01-01"
14434,"Elvis","Maginnis","1989-09-21","Technique Leader",40000,"9999-01-01"
14439,"Raimond","Woycyznski","1994-11-01","Senior Engineer",80654,"9999-01-01"
14460,"Yagil","Lueh","1995-01-23","Senior Engineer",56267,"9999-01-01"
14478,"Munehiro","Boissier","1992-06-28","Senior Staff",40000,"9999-01-01"
14481,"Moti","Lammel","1993-08-24","Senior Engineer",40000,"9999-01-01"
14483,"Supot","Marrevee","1986-01-30","Senior Engineer",40000,"9999-01-01"
14486,"Indrajit","Birdsall","1999-08-12","Senior Engineer",40000,"9999-01-01"
14498,"Xiong","Selenyi","1994-10-17","Senior Staff",40000,"9999-01-01"
14501,"Taizo","Kroft","1991-11-20","Technique Leader",63646,"9999-01-01"
14509,"Danil","Aloia","2001-12-16","Senior Staff",40000,"9999-01-01"
14513,"Samphel","Barreiro","1985-07-28","Senior Staff",83273,"9999-01-01"
14515,"Kazuhisa","Versino","1996-02-19","Senior Engineer",61645,"9999-01-01"
14516,"Kristian","Underwood","1989-04-08","Senior Staff",73262,"9999-01-01"
14518,"Patricia","Peir","1996-02-18","Engineer",64238,"9999-01-01"
14522,"Chuanyi","Ranta","1990-01-14","Senior Staff",40000,"9999-01-01"
14537,"Babette","Engelmann","1994-03-17","Senior Engineer",48332,"9999-01-01"
14552,"Ibibia","Snyers","1999-06-13","Senior Engineer",40000,"9999-01-01"
14556,"Fatemeh","Zultner","1994-12-26","Engineer",40000,"9999-01-01"
14560,"Elrique","Driscoll","1993-05-21","Senior Engineer",62770,"9999-01-01"
14581,"Gao","Condotta","1996-06-28","Senior Engineer",59499,"9999-01-01"
14582,"Kiyokazu","Morrin","1999-04-08","Senior Engineer",40000,"9999-01-01"
14600,"Jayson","Cairo","1988-10-24","Senior Staff",41352,"9999-01-01"
14603,"Lech","Marquardt","1993-01-19","Senior Engineer",55369,"9999-01-01"
14607,"Suzette","Selvestrel","1994-06-26","Staff",67813,"9999-01-01"
14620,"Jianhua","Erev","1993-08-04","Senior Engineer",53303,"9999-01-01"
14621,"Souichi","Wixon","1992-01-20","Senior Staff",66404,"9999-01-01"
14632,"Gudjon","McClurg","2001-08-01","Senior Engineer",40000,"9999-01-01"
14639,"Arvind","Hempstead","1994-11-08","Senior Staff",79405,"9999-01-01"
14640,"Toshimori","Kornatzky","1998-05-20","Senior Engineer",42662,"9999-01-01"
14642,"Florian","Kuhnemann","1996-06-04","Senior Engineer",54553,"9999-01-01"
14645,"Laurentiu","Glinert","1995-05-01","Senior Engineer",45647,"9999-01-01"
14648,"IEEE","Lorys","1994-11-16","Senior Staff",89209,"9999-01-01"
14659,"Sashi","Adachi","1990-03-16","Senior Engineer",40926,"9999-01-01"
14675,"Teunis","Angel","1988-09-25","Senior Staff",40000,"9999-01-01"
14677,"Herbert","Sifakis","1987-02-12","Senior Engineer",40000,"9999-01-01"
14683,"Alois","Basart","1994-12-02","Senior Engineer",41107,"9999-01-01"
14690,"Yechezkel","Bellone","1994-02-25","Senior Engineer",40000,"9999-01-01"
14693,"Brewster","Stranks","1992-05-04","Senior Staff",59960,"9999-01-01"
14710,"Mahmut","Hainaut","1988-09-18","Senior Staff",40341,"9999-01-01"
14723,"Constantino","Assaf","2002-06-01","Senior Staff",40000,"9999-01-01"
14724,"Aron","Lemarechal","1993-09-10","Senior Staff",66530,"9999-01-01"
14780,"Marlo","Bruckman","1986-09-19","Senior Engineer",51232,"9999-01-01"
14785,"Zhonghua","Kaiser","1988-06-23","Senior Engineer",46936,"9999-01-01"
14793,"Stein","Uchoa","1998-01-18","Engineer",47045,"9999-01-01"
14814,"Odysseas","Nishimukai","1996-10-26","Senior Staff",40000,"9999-01-01"
14817,"Gaurav","Masaki","1997-12-02","Senior Engineer",41203,"9999-01-01"
14821,"Oguz","Kilgore","1997-05-25","Engineer",42545,"9999-01-01"
14839,"Changho","Cronin","1998-04-24","Senior Engineer",40000,"9999-01-01"
14853,"Taiji","Nergos","1993-03-07","Senior Engineer",58311,"9999-01-01"
14877,"Arto","Meriste","1996-06-06","Senior Engineer",40000,"9999-01-01"
14879,"Anyuan","Sigstam","1993-12-28","Senior Engineer",54322,"9999-01-01"
14888,"Temple","Barriga","1986-12-09","Senior Staff",60916,"9999-01-01"
14899,"Alejandro","Casley","1991-02-22","Senior Staff",64365,"9999-01-01"
14906,"Adil","Parveen","1996-12-10","Senior Staff",54758,"9999-01-01"
14908,"Kerhong","Flanders","1997-09-17","Senior Engineer",40000,"9999-01-01"
14909,"Mohan","Kamble","1996-12-20","Senior Engineer",40000,"9999-01-01"
14911,"Xiaobin","Chelton","1994-04-06","Senior Engineer",62738,"9999-01-01"
14914,"Gretta","Benzaken","1999-09-25","Engineer",40000,"9999-01-01"
14915,"Huican","Picco","1994-07-03","Engineer",40733,"9999-01-01"
14923,"Shuzo","Gyorkos","1985-05-15","Technique Leader",40000,"9999-01-01"
14928,"Satoru","Mukaidono","1985-05-17","Senior Staff",53377,"9999-01-01"
14941,"Nathan","Lichtner","1994-12-22","Senior Engineer",43608,"9999-01-01"
14942,"Heon","Benveniste","1992-11-14","Senior Engineer",40000,"9999-01-01"
14949,"Insup","Reinhart","1995-10-08","Senior Engineer",44930,"9999-01-01"
14954,"Fox","Magliocco","1988-08-05","Senior Engineer",43510,"9999-01-01"
14971,"Fan","Simmen","1991-03-25","Senior Staff",55187,"9999-01-01"
14983,"Hyuckchul","Pouyioutas","1996-12-26","Senior Staff",86754,"9999-01-01"
14993,"Sanjay","Koblitz","1994-04-20","Senior Engineer",45407,"9999-01-01"
15005,"Kiam","Sadowsky","1993-05-23","Senior Engineer",50368,"9999-01-01"
15016,"Woody","Gulik","1991-10-21","Senior Staff",40000,"9999-01-01"
15018,"Ramalingam","Prenel","1999-03-11","Senior Staff",40668,"9999-01-01"
15019,"Qingxiang","Shokrollahi","1997-11-02","Senior Engineer",41721,"9999-01-01"
15029,"Giordano","Koshino","1996-04-26","Senior Staff",40000,"9999-01-01"
15030,"Rasikan","Nourani","1999-04-11","Senior Staff",40000,"9999-01-01"
15036,"Ziva","Delgrande","1994-11-04","Senior Engineer",40000,"9999-01-01"
15049,"Khun","Waymire","1991-01-17","Senior Staff",40000,"9999-01-01"
15052,"Flemming","Kranzdorf","1993-01-27","Senior Engineer",40630,"9999-01-01"
15055,"Shrikanth","Sherertz","1997-07-15","Senior Staff",40000,"9999-01-01"
15066,"Tomokazu","Oaver","2002-06-29","Senior Engineer",43455,"9999-01-01"
15069,"Manton","Siksek","1987-08-05","Technique Leader",40000,"9999-01-01"
15071,"Ayonca","Couchot","1996-10-15","Senior Staff",97484,"9999-01-01"
15075,"Radoslaw","Rijsenbrij","1992-04-23","Senior Engineer",40000,"9999-01-01"
15077,"Toshiki","Taubenfeld","1993-06-25","Senior Engineer",40000,"9999-01-01"
15082,"Guadalupe","Zirintsis","1986-04-01","Technique Leader",63024,"9999-01-01"
15087,"Chirstian","Ushiama","1997-09-14","Senior Engineer",40000,"9999-01-01"
15089,"Giri","Coney","1995-05-14","Senior Engineer",48594,"9999-01-01"
15092,"Remmert","Bahi","1986-05-26","Senior Staff",40000,"9999-01-01"
15102,"Luigi","Axelband","2000-11-04","Senior Engineer",40374,"9999-01-01"
15105,"Sudhanshu","Itzigehl","1994-11-22","Senior Staff",75800,"9999-01-01"
15114,"Pantung","Honglei","1998-03-09","Engineer",40000,"9999-01-01"
15134,"Arun","Luiz","1998-07-23","Senior Staff",62752,"9999-01-01"
15145,"Haldon","Servieres","1995-04-20","Senior Engineer",51443,"9999-01-01"
15151,"Urs","Pouyioutas","1999-12-30","Senior Staff",61253,"9999-01-01"
15176,"Charlene","Sankaranarayanan","1992-11-16","Senior Staff",98401,"9999-01-01"
15193,"Neelam","Schach","1989-02-14","Senior Engineer",47039,"9999-01-01"
15196,"Souichi","Duclos","2001-07-09","Senior Engineer",55824,"9999-01-01"
15202,"Pranay","Irland","1998-07-05","Engineer",40000,"9999-01-01"
15208,"Sudharsan","Shokrollahi","1994-04-18","Senior Staff",44109,"9999-01-01"
15218,"Shuky","Conry","2001-08-10","Senior Staff",44614,"9999-01-01"
15228,"Mona","Salvesen","1995-01-17","Senior Staff",40000,"9999-01-01"
15230,"Keiichiro","Suessmith","1999-03-17","Senior Engineer",70187,"9999-01-01"
15234,"Jouko","Zhiwei","1987-09-03","Senior Engineer",47654,"9999-01-01"
15237,"Reinhard","Sadowsky","1995-08-17","Senior Engineer",40000,"9999-01-01"
15243,"Mountaz","Famili","2001-09-19","Senior Staff",41015,"9999-01-01"
15248,"Edwin","Baar","1997-03-22","Senior Staff",64696,"9999-01-01"
15253,"Ayonca","Pardalos","1992-06-06","Senior Engineer",40396,"9999-01-01"
15269,"Eric","Reghbati","1993-08-21","Senior Engineer",60930,"9999-01-01"
15271,"Shiv","Bernardeschi","1986-12-05","Senior Staff",88026,"9999-01-01"
15292,"Miyeon","Lammel","1995-07-31","Senior Staff",87586,"9999-01-01"
15324,"Ziya","Lunn","2001-03-25","Senior Engineer",40000,"9999-01-01"
15329,"Fan","Openshaw","1997-08-16","Engineer",41839,"9999-01-01"
15330,"Jaroslava","Chinal","1995-05-31","Senior Staff",53020,"9999-01-01"
15337,"Masaru","Radivojevic","1997-08-07","Senior Engineer",40000,"9999-01-01"
15343,"Chaosheng","Luce","1992-03-12","Senior Engineer",48936,"9999-01-01"
15354,"Chikara","Nyrup","1994-10-18","Staff",40782,"9999-01-01"
15365,"Mikhail","Schiettecatte","1995-08-11","Senior Engineer",41309,"9999-01-01"
15369,"Premal","Penttonen","1999-08-20","Staff",81954,"9999-01-01"
15370,"Chuanyi","Nilsson","1993-12-21","Senior Engineer",67631,"9999-01-01"
15372,"Nahum","Broder","1994-10-12","Senior Staff",79245,"9999-01-01"
15375,"Shuho","Manders","2000-11-02","Senior Staff",65920,"9999-01-01"
15377,"Shugo","Aumann","1992-12-18","Senior Engineer",50274,"9999-01-01"
15382,"Alassane","Siegrist","1992-12-26","Senior Staff",66083,"9999-01-01"
15392,"Pradeep","Markovitch","1994-07-04","Assistant Engineer",55638,"9999-01-01"
15408,"Maik","Penttonen","1996-11-23","Staff",40000,"9999-01-01"
15410,"Wilmer","Kushner","1998-09-13","Senior Staff",58123,"9999-01-01"
15412,"Huai","Thiria","1992-08-23","Senior Engineer",62190,"9999-01-01"
15438,"Constantijn","Munoz","1991-12-24","Senior Staff",43326,"9999-01-01"
15441,"Arvind","Weisert","2000-02-06","Senior Staff",40000,"9999-01-01"
15452,"Kazuhira","Weedman","1995-05-11","Engineer",40000,"9999-01-01"
15454,"Hongzue","Cesareni","1991-02-27","Senior Staff",57571,"9999-01-01"
15470,"Weiwu","Huhdanpaa","1996-08-08","Engineer",40693,"9999-01-01"
15474,"Gilbert","Plumb","1994-12-04","Senior Staff",90430,"9999-01-01"
15479,"Zhenbing","Soicher","1994-01-25","Senior Engineer",40000,"9999-01-01"
15480,"Kwok","Trogemann","1999-04-29","Senior Engineer",47645,"9999-01-01"
15504,"Kasturi","Alpin","1997-02-06","Engineer",40000,"9999-01-01"
15505,"Collette","Mikschl","1993-08-30","Senior Engineer",56848,"9999-01-01"
15510,"Inderjeet","Sethi","1994-08-29","Senior Engineer",48661,"9999-01-01"
15511,"George","Kowalchuk","1986-04-20","Senior Staff",76880,"9999-01-01"
15518,"Uno","Valtorta","1996-10-02","Senior Engineer",55563,"9999-01-01"
15525,"Masadi","Cherinka","2001-04-27","Senior Engineer",40000,"9999-01-01"
15534,"Guozhong","Grabner","1995-05-06","Senior Staff",63090,"9999-01-01"
15543,"Mingdong","Staelin","1988-07-30","Senior Engineer",40000,"9999-01-01"
15548,"Sanjai","Caine","1997-05-08","Senior Engineer",48171,"9999-01-01"
15563,"Constantino","Zykh","1994-04-08","Senior Staff",56239,"9999-01-01"
15565,"True","Muchinsky","1986-12-16","Senior Staff",73532,"9999-01-01"
